rid,bench,regime,checker,model,qvariant,score,cand_words,doc_tokens,cand_tokens,truncated,cand_in_retained,extra
35,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.698931694030762,32,0,0,0,1,
36,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.82553482055664,113,0,0,0,1,
37,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.1378173828125,27,0,0,0,1,
38,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-7.293406963348389,23,0,0,0,1,
39,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,5.846861362457275,19,0,0,0,1,
40,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,1.5265169143676758,34,0,0,0,1,
41,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.42376708984375,19,0,0,0,1,
42,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,11.06932258605957,8,0,0,0,1,
43,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.313013076782227,20,0,0,0,1,
44,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.368252754211426,6,0,0,0,1,
45,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.13614273071289,22,0,0,0,1,
46,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,2.539843797683716,29,0,0,0,1,
47,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.1795072555542,3,0,0,0,1,
48,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.56197738647461,3,0,0,0,1,
49,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.658782958984375,6,0,0,0,1,
50,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.427828788757324,17,0,0,0,1,
51,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,5.423615455627441,17,0,0,0,1,
52,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,1.7886075973510742,9,0,0,0,1,
53,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-2.3371825218200684,35,0,0,0,1,
54,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.059326171875,13,0,0,0,1,
55,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-5.4681715965271,33,0,0,0,1,
56,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-3.4313302040100098,36,0,0,0,1,
57,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,5.182026386260986,19,0,0,0,1,
58,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.411930084228516,31,0,0,0,1,
59,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.337983131408691,11,0,0,0,1,
60,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.161368370056152,16,0,0,0,1,
61,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.797409057617188,8,0,0,0,1,
62,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.32463264465332,36,0,0,0,1,
63,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.436553001403809,42,0,0,0,1,
64,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-2.447342872619629,30,0,0,0,1,
65,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.03386116027832,105,0,0,0,1,
66,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.981966018676758,63,0,0,0,1,
67,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.057862281799316,33,0,0,0,1,
68,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.403099060058594,16,0,0,0,1,
69,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.526800155639648,9,0,0,0,1,
70,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.004256725311279,8,0,0,0,1,
71,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.384880065917969,21,0,0,0,1,
72,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-7.6228179931640625,3,0,0,0,1,
73,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-7.746377944946289,6,0,0,0,1,
74,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.538278579711914,18,0,0,0,1,
75,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.453161239624023,35,0,0,0,1,
76,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-7.931939125061035,15,0,0,0,1,
77,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.161823272705078,15,0,0,0,1,
78,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.606670379638672,16,0,0,0,1,
79,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.87346076965332,20,0,0,0,1,
80,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,1.0077412128448486,23,0,0,0,1,
81,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,11.1002197265625,11,0,0,0,1,
82,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.755325317382812,36,0,0,0,1,
83,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.21442985534668,3,0,0,0,1,
84,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.632729530334473,8,0,0,0,1,
85,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.156911849975586,15,0,0,0,1,
86,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.364519119262695,15,0,0,0,1,
87,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.783443450927734,8,0,0,0,1,
88,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.964573860168457,13,0,0,0,1,
89,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.366263389587402,32,0,0,0,1,
90,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.50477123260498,43,0,0,0,1,
91,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.202180862426758,26,0,0,0,1,
92,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.397517204284668,25,0,0,0,1,
93,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.499382019042969,3,0,0,0,1,
94,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.512996673583984,23,0,0,0,1,
95,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.108125686645508,105,0,0,0,1,
96,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.76544189453125,15,0,0,0,1,
97,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.70256233215332,24,0,0,0,1,
98,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.015694618225098,15,0,0,0,1,
99,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.492586135864258,29,0,0,0,1,
100,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.210892677307129,22,0,0,0,1,
101,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.50838565826416,33,0,0,0,1,
102,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.855825424194336,29,0,0,0,1,
103,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.03486156463623,12,0,0,0,1,
104,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.133566856384277,20,0,0,0,1,
105,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.13199520111084,27,0,0,0,1,
106,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,4.6525092124938965,17,0,0,0,1,
107,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.800237655639648,13,0,0,0,1,
108,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.146831512451172,10,0,0,0,1,
109,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.631235122680664,18,0,0,0,1,
110,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.222867012023926,39,0,0,0,1,
111,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-3.404472827911377,6,0,0,0,1,
112,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.28065299987793,26,0,0,0,1,
113,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.288147926330566,33,0,0,0,1,
114,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.2878999710083,13,0,0,0,1,
115,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.303983688354492,19,0,0,0,1,
116,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.359832763671875,75,0,0,0,1,
117,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.628756523132324,3,0,0,0,1,
118,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.267879486083984,6,0,0,0,1,
119,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.140972137451172,29,0,0,0,1,
120,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.223859786987305,13,0,0,0,1,
121,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,1.3474514484405518,14,0,0,0,1,
122,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.79681921005249,20,0,0,0,1,
123,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,0.7491350769996643,105,0,0,0,1,
124,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.405275344848633,25,0,0,0,1,
125,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.468425750732422,36,0,0,0,1,
126,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.621770858764648,40,0,0,0,1,
127,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.417973518371582,17,0,0,0,1,
128,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.34195613861084,12,0,0,0,1,
129,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,3.033055305480957,12,0,0,0,1,
130,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.935790061950684,26,0,0,0,1,
131,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.519210815429688,10,0,0,0,1,
132,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-6.417048454284668,3,0,0,0,1,
133,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.831546783447266,30,0,0,0,1,
134,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.662717819213867,19,0,0,0,1,
135,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.739782333374023,23,0,0,0,1,
136,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.382400512695312,20,0,0,0,1,
137,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.445728302001953,8,0,0,0,1,
138,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.8183913230896,6,0,0,0,1,
139,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.738078594207764,38,0,0,0,1,
140,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.269243240356445,36,0,0,0,1,
141,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.71870231628418,15,0,0,0,1,
142,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.431563377380371,14,0,0,0,1,
143,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.476947784423828,96,0,0,0,1,
144,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.601758003234863,3,0,0,0,1,
145,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.335955619812012,9,0,0,0,1,
146,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.412887573242188,29,0,0,0,1,
147,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.11721420288086,41,0,0,0,1,
148,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.463335990905762,34,0,0,0,1,
149,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.405230522155762,7,0,0,0,1,
150,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.748861312866211,81,0,0,0,1,
151,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-2.0984652042388916,18,0,0,0,1,
152,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.281855583190918,23,0,0,0,1,
153,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.1803560256958,53,0,0,0,1,
154,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.066268920898438,31,0,0,0,1,
155,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.153169631958008,17,0,0,0,1,
156,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.344306945800781,14,0,0,0,1,
157,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.24154281616211,14,0,0,0,1,
158,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.31429672241211,32,0,0,0,1,
159,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.594067573547363,3,0,0,0,1,
160,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-7.966719627380371,6,0,0,0,1,
161,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.434179306030273,22,0,0,0,1,
162,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.279332160949707,3,0,0,0,1,
163,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.094383239746094,6,0,0,0,1,
164,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.715764045715332,18,0,0,0,1,
165,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.699478149414062,3,0,0,0,1,
166,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.79513931274414,6,0,0,0,1,
167,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.117337226867676,73,0,0,0,1,
168,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.415008544921875,8,0,0,0,1,
169,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.939445495605469,20,0,0,0,1,
170,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-5.020927429199219,27,0,0,0,1,
171,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.114233016967773,3,0,0,0,1,
172,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.909134864807129,20,0,0,0,1,
173,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.162276268005371,6,0,0,0,1,
174,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.444770812988281,7,0,0,0,1,
175,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.230662822723389,29,0,0,0,1,
176,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.891298294067383,7,0,0,0,1,
177,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.514925003051758,17,0,0,0,1,
178,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-3.620913028717041,10,0,0,0,1,
179,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.18867301940918,13,0,0,0,1,
180,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.740618705749512,9,0,0,0,1,
181,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.830427646636963,31,0,0,0,1,
182,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-6.756850242614746,81,0,0,0,1,
183,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.933267593383789,75,0,0,0,1,
184,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.949807167053223,11,0,0,0,1,
185,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.191650390625,42,0,0,0,1,
186,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.846769332885742,6,0,0,0,1,
187,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.957103729248047,16,0,0,0,1,
188,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.400108337402344,13,0,0,0,1,
189,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,9.870993614196777,10,0,0,0,1,
190,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.128533363342285,2,0,0,0,1,
191,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.256814956665039,17,0,0,0,1,
192,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.00576400756836,3,0,0,0,1,
193,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-6.746301651000977,34,0,0,0,1,
194,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.748741149902344,93,0,0,0,1,
195,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.708971977233887,7,0,0,0,1,
196,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.183652877807617,11,0,0,0,1,
197,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.598753929138184,20,0,0,0,1,
198,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.718010902404785,35,0,0,0,1,
199,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.383277893066406,11,0,0,0,1,
200,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.029217720031738,3,0,0,0,1,
201,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,7.290592670440674,21,0,0,0,1,
202,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.828378677368164,23,0,0,0,1,
203,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.406425476074219,11,0,0,0,1,
204,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.250843048095703,20,0,0,0,1,
205,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-0.5836628675460815,18,0,0,0,1,
206,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.808370590209961,143,0,0,0,1,
207,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,11.055971145629883,81,0,0,0,1,
208,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-0.10039058327674866,24,0,0,0,1,
209,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.221246719360352,18,0,0,0,1,
210,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.39581298828125,13,0,0,0,1,
211,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.084352493286133,14,0,0,0,1,
212,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.436429977416992,13,0,0,0,1,
213,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-9.335467338562012,3,0,0,0,1,
214,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.088398933410645,6,0,0,0,1,
215,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.915599822998047,66,0,0,0,1,
216,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.738046646118164,29,0,0,0,1,
217,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.965599060058594,19,0,0,0,1,
218,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.044807434082031,7,0,0,0,1,
219,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.482764720916748,6,0,0,0,1,
220,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-6.61517858505249,19,0,0,0,1,
221,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.230350494384766,81,0,0,0,1,
222,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,8.789648056030273,28,0,0,0,1,
223,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-4.319250106811523,18,0,0,0,1,
224,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.119024276733398,3,0,0,0,1,
225,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,2.2373716831207275,18,0,0,0,1,
226,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,0.16756202280521393,19,0,0,0,1,
227,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.637157440185547,133,0,0,0,1,
228,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.551679611206055,96,0,0,0,1,
229,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.979595184326172,16,0,0,0,1,
230,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.342084884643555,42,0,0,0,1,
231,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.778738021850586,3,0,0,0,1,
232,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-10.830818176269531,6,0,0,0,1,
233,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.470476150512695,42,0,0,0,1,
234,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,10.95003604888916,12,0,0,0,1,
235,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.496700286865234,39,0,0,0,1,
236,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.51439094543457,29,0,0,0,1,
237,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,11.263876914978027,29,0,0,0,1,
238,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-7.834001064300537,14,0,0,0,1,
239,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-11.068669319152832,16,0,0,0,1,
240,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.59772253036499,143,0,0,0,1,
241,qasper,targeted,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-0.6169782280921936,7,0,0,0,1,
242,qasper,random,qa_relevance,ms-marco-MiniLM-L6-v2,orig,-8.895212173461914,17,0,0,0,1,
243,qasper,clean,qa_relevance,ms-marco-MiniLM-L6-v2,orig,6.515373229980469,96,0,0,0,1,
