rid,bench,regime,checker,model,qvariant,score,cand_words,doc_tokens,cand_tokens,truncated,cand_in_retained,extra
312,qasper,clean,hhem,HHEM-2.1-open,none,0.9062027931213379,17,99,24,0,1,
62,qasper,random,hhem,HHEM-2.1-open,none,0.003774721175432205,36,45,81,0,1,
55,qasper,targeted,hhem,HHEM-2.1-open,none,0.838858962059021,33,69,59,0,1,
107,qasper,random,hhem,HHEM-2.1-open,none,0.022601522505283356,13,97,31,0,1,
268,qasper,targeted,hhem,HHEM-2.1-open,none,0.9556151032447815,14,109,19,0,1,
220,qasper,targeted,hhem,HHEM-2.1-open,none,0.9623478055000305,19,94,35,0,1,
1,qasper,targeted,hhem,HHEM-2.1-open,none,0.969438910484314,22,106,24,0,1,
313,qasper,targeted,hhem,HHEM-2.1-open,none,0.9273273944854736,27,99,32,0,1,
113,qasper,random,hhem,HHEM-2.1-open,none,0.0037384505849331617,33,93,41,0,1,
279,qasper,clean,hhem,HHEM-2.1-open,none,0.9619396328926086,25,106,28,0,1,
84,qasper,clean,hhem,HHEM-2.1-open,none,0.9639847874641418,8,124,11,0,1,
105,qasper,clean,hhem,HHEM-2.1-open,none,0.9702880382537842,27,97,38,0,1,
112,qasper,targeted,hhem,HHEM-2.1-open,none,0.9580865502357483,26,93,43,0,1,
314,qasper,random,hhem,HHEM-2.1-open,none,0.0024204247165471315,32,99,45,0,1,
85,qasper,targeted,hhem,HHEM-2.1-open,none,0.9382806420326233,15,124,21,0,1,
92,qasper,random,hhem,HHEM-2.1-open,none,0.011853031814098358,25,117,28,0,1,
86,qasper,random,hhem,HHEM-2.1-open,none,0.004002746660262346,15,124,23,0,1,
93,qasper,clean,hhem,HHEM-2.1-open,none,0.053718939423561096,3,141,6,0,1,
91,qasper,targeted,hhem,HHEM-2.1-open,none,0.9484697580337524,26,117,31,0,1,
56,qasper,random,hhem,HHEM-2.1-open,none,0.013745512813329697,36,69,81,0,1,
0,qasper,clean,hhem,HHEM-2.1-open,none,0.8959051370620728,32,106,45,0,1,
271,qasper,targeted,hhem,HHEM-2.1-open,none,0.9448652267456055,8,141,11,0,1,
76,qasper,targeted,hhem,HHEM-2.1-open,none,0.957160472869873,15,132,21,0,1,
132,qasper,clean,hhem,HHEM-2.1-open,none,0.9740579128265381,3,146,7,0,1,
156,qasper,clean,hhem,HHEM-2.1-open,none,0.907855749130249,14,132,21,0,1,
114,qasper,clean,hhem,HHEM-2.1-open,none,0.9704896807670593,13,136,18,0,1,
77,qasper,random,hhem,HHEM-2.1-open,none,0.008467909879982471,15,132,23,0,1,
157,qasper,targeted,hhem,HHEM-2.1-open,none,0.9159409999847412,14,132,23,0,1,
234,qasper,clean,hhem,HHEM-2.1-open,none,0.6553348302841187,12,141,17,0,1,
272,qasper,random,hhem,HHEM-2.1-open,none,0.008947057649493217,15,141,17,0,1,
100,qasper,targeted,hhem,HHEM-2.1-open,none,0.9062402248382568,22,131,29,0,1,
192,qasper,clean,hhem,HHEM-2.1-open,none,0.04044665768742561,3,154,6,0,1,
274,qasper,targeted,hhem,HHEM-2.1-open,none,0.8869414329528809,20,136,24,0,1,
275,qasper,random,hhem,HHEM-2.1-open,none,0.016068801283836365,19,136,24,0,1,
115,qasper,targeted,hhem,HHEM-2.1-open,none,0.9443050026893616,19,136,25,0,1,
292,qasper,targeted,hhem,HHEM-2.1-open,none,0.9740990400314331,12,143,18,0,1,
267,qasper,clean,hhem,HHEM-2.1-open,none,0.0132440235465765,45,109,56,0,1,
134,qasper,random,hhem,HHEM-2.1-open,none,0.004174587782472372,19,146,23,0,1,
269,qasper,random,hhem,HHEM-2.1-open,none,0.0026527438312768936,43,109,60,0,1,
259,qasper,targeted,hhem,HHEM-2.1-open,none,0.9686034917831421,22,143,27,0,1,
27,qasper,clean,hhem,HHEM-2.1-open,none,0.8997148871421814,7,160,11,0,1,
180,qasper,clean,hhem,HHEM-2.1-open,none,0.9711247086524963,9,161,10,0,1,
99,qasper,clean,hhem,HHEM-2.1-open,none,0.9253178834915161,29,131,41,0,1,
101,qasper,random,hhem,HHEM-2.1-open,none,0.003432638244703412,33,131,41,0,1,
258,qasper,clean,hhem,HHEM-2.1-open,none,0.8580140471458435,26,143,29,0,1,
273,qasper,clean,hhem,HHEM-2.1-open,none,0.9076542854309082,33,136,36,0,1,
78,qasper,clean,hhem,HHEM-2.1-open,none,0.9769179821014404,16,154,20,0,1,
341,qasper,random,hhem,HHEM-2.1-open,none,0.001777428318746388,13,156,18,0,1,
246,qasper,clean,hhem,HHEM-2.1-open,none,0.9086622595787048,7,165,11,0,1,
158,qasper,random,hhem,HHEM-2.1-open,none,0.006523593328893185,32,132,45,0,1,
75,qasper,clean,hhem,HHEM-2.1-open,none,0.8260356783866882,35,132,46,0,1,
79,qasper,targeted,hhem,HHEM-2.1-open,none,0.874194324016571,20,154,24,0,1,
128,qasper,random,hhem,HHEM-2.1-open,none,0.0035307942889630795,12,164,14,0,1,
238,qasper,targeted,hhem,HHEM-2.1-open,none,0.9616675972938538,14,159,20,0,1,
239,qasper,random,hhem,HHEM-2.1-open,none,0.005245468113571405,16,159,20,0,1,
260,qasper,random,hhem,HHEM-2.1-open,none,0.05826287344098091,33,143,36,0,1,
184,qasper,targeted,hhem,HHEM-2.1-open,none,0.9616060853004456,11,170,13,0,1,
90,qasper,clean,hhem,HHEM-2.1-open,none,0.7669202089309692,43,117,67,0,1,
247,qasper,targeted,hhem,HHEM-2.1-open,none,0.9852413535118103,15,165,19,0,1,
248,qasper,random,hhem,HHEM-2.1-open,none,0.006777247413992882,17,165,19,0,1,
52,qasper,targeted,hhem,HHEM-2.1-open,none,0.9454546570777893,9,171,14,0,1,
236,qasper,random,hhem,HHEM-2.1-open,none,0.009044230915606022,29,141,44,0,1,
205,qasper,targeted,hhem,HHEM-2.1-open,none,0.8732545375823975,18,154,33,0,1,
29,qasper,random,hhem,HHEM-2.1-open,none,0.012945801950991154,18,160,28,0,1,
326,qasper,random,hhem,HHEM-2.1-open,none,0.02631802298128605,3,182,6,0,1,
133,qasper,targeted,hhem,HHEM-2.1-open,none,0.9721119999885559,30,146,43,0,1,
250,qasper,targeted,hhem,HHEM-2.1-open,none,0.9608824849128723,27,145,45,0,1,
204,qasper,clean,hhem,HHEM-2.1-open,none,0.8962730169296265,20,154,37,0,1,
11,qasper,random,hhem,HHEM-2.1-open,none,0.004975928924977779,7,181,12,0,1,
127,qasper,targeted,hhem,HHEM-2.1-open,none,0.967103123664856,17,164,31,0,1,
171,qasper,clean,hhem,HHEM-2.1-open,none,0.059777405112981796,3,189,6,0,1,
200,qasper,random,hhem,HHEM-2.1-open,none,0.08163036406040192,3,189,6,0,1,
325,qasper,targeted,hhem,HHEM-2.1-open,none,0.9081109762191772,10,182,13,0,1,
237,qasper,clean,hhem,HHEM-2.1-open,none,0.7202273011207581,29,159,37,0,1,
340,qasper,targeted,hhem,HHEM-2.1-open,none,0.961572527885437,32,156,41,0,1,
235,qasper,targeted,hhem,HHEM-2.1-open,none,0.9181615114212036,39,141,57,0,1,
109,qasper,targeted,hhem,HHEM-2.1-open,none,0.9668566584587097,18,170,29,0,1,
173,qasper,random,hhem,HHEM-2.1-open,none,0.3111545741558075,6,189,10,0,1,
80,qasper,random,hhem,HHEM-2.1-open,none,0.003266233718022704,23,154,47,0,1,
108,qasper,clean,hhem,HHEM-2.1-open,none,0.9512499570846558,10,170,31,0,1,
195,qasper,clean,hhem,HHEM-2.1-open,none,0.9253261685371399,7,189,12,0,1,
251,qasper,random,hhem,HHEM-2.1-open,none,0.007689575664699078,45,145,56,0,1,
221,qasper,random,hhem,HHEM-2.1-open,none,0.012424241751432419,81,94,108,0,1,
270,qasper,clean,hhem,HHEM-2.1-open,none,0.1405249536037445,27,141,61,0,1,
51,qasper,clean,hhem,HHEM-2.1-open,none,0.9417123794555664,17,171,32,0,1,
196,qasper,targeted,hhem,HHEM-2.1-open,none,0.9741110801696777,11,189,14,0,1,
199,qasper,targeted,hhem,HHEM-2.1-open,none,0.9741110801696777,11,189,14,0,1,
181,qasper,targeted,hhem,HHEM-2.1-open,none,0.9437682032585144,31,161,43,0,1,
193,qasper,targeted,hhem,HHEM-2.1-open,none,0.9305472373962402,34,154,51,0,1,
249,qasper,clean,hhem,HHEM-2.1-open,none,0.9488356113433838,43,145,60,0,1,
28,qasper,targeted,hhem,HHEM-2.1-open,none,0.9878852963447571,32,160,46,0,1,
339,qasper,clean,hhem,HHEM-2.1-open,none,0.9532864689826965,36,156,50,0,1,
87,qasper,clean,hhem,HHEM-2.1-open,none,0.8135793209075928,8,200,11,0,1,
94,qasper,targeted,hhem,HHEM-2.1-open,none,0.9301481246948242,23,141,72,0,1,
59,qasper,random,hhem,HHEM-2.1-open,none,0.010161405429244041,11,197,17,0,1,
190,qasper,targeted,hhem,HHEM-2.1-open,none,0.8223494291305542,2,211,5,0,1,
185,qasper,random,hhem,HHEM-2.1-open,none,0.016657374799251556,42,170,47,0,1,
88,qasper,targeted,hhem,HHEM-2.1-open,none,0.9335721731185913,13,200,18,0,1,
168,qasper,clean,hhem,HHEM-2.1-open,none,0.7617267966270447,8,207,11,0,1,
178,qasper,targeted,hhem,HHEM-2.1-open,none,0.9896462559700012,10,203,15,0,1,
257,qasper,random,hhem,HHEM-2.1-open,none,0.011055141687393188,14,201,17,0,1,
57,qasper,clean,hhem,HHEM-2.1-open,none,0.9667991995811462,19,197,23,0,1,
110,qasper,random,hhem,HHEM-2.1-open,none,0.01884118653833866,39,170,50,0,1,
6,qasper,clean,hhem,HHEM-2.1-open,none,0.7674964666366577,15,204,17,0,1,
177,qasper,clean,hhem,HHEM-2.1-open,none,0.90816730260849,17,203,19,0,1,
281,qasper,random,hhem,HHEM-2.1-open,none,0.005527046974748373,96,106,119,0,1,
151,qasper,targeted,hhem,HHEM-2.1-open,none,0.9772093296051025,18,200,26,0,1,
197,qasper,random,hhem,HHEM-2.1-open,none,0.008891738019883633,20,189,37,0,1,
316,qasper,targeted,hhem,HHEM-2.1-open,none,0.9424689412117004,12,213,14,0,1,
21,qasper,clean,hhem,HHEM-2.1-open,none,0.012353082187473774,9,217,11,0,1,
218,qasper,random,hhem,HHEM-2.1-open,none,0.0171255711466074,7,217,11,0,1,
53,qasper,random,hhem,HHEM-2.1-open,none,0.012328341603279114,35,171,58,0,1,
189,qasper,clean,hhem,HHEM-2.1-open,none,0.9760396480560303,10,211,18,0,1,
169,qasper,targeted,hhem,HHEM-2.1-open,none,0.9414418935775757,20,207,24,0,1,
293,qasper,random,hhem,HHEM-2.1-open,none,0.004959173500537872,42,143,88,0,1,
126,qasper,clean,hhem,HHEM-2.1-open,none,0.9107203483581543,40,164,68,0,1,
324,qasper,clean,hhem,HHEM-2.1-open,none,0.9719878435134888,39,182,50,0,1,
138,qasper,clean,hhem,HHEM-2.1-open,none,0.952598512172699,6,224,10,0,1,
179,qasper,random,hhem,HHEM-2.1-open,none,0.015714000910520554,13,203,31,0,1,
315,qasper,clean,hhem,HHEM-2.1-open,none,0.9431694746017456,15,213,23,0,1,
172,qasper,targeted,hhem,HHEM-2.1-open,none,0.914933979511261,20,189,48,0,1,
10,qasper,targeted,hhem,HHEM-2.1-open,none,0.850276529788971,40,181,57,0,1,
58,qasper,targeted,hhem,HHEM-2.1-open,none,0.9503425359725952,31,197,43,0,1,
41,qasper,random,hhem,HHEM-2.1-open,none,0.007043655961751938,19,218,23,0,1,
9,qasper,clean,hhem,HHEM-2.1-open,none,0.9417423605918884,43,181,61,0,1,
39,qasper,clean,hhem,HHEM-2.1-open,none,0.9826841950416565,19,218,24,0,1,
217,qasper,targeted,hhem,HHEM-2.1-open,none,0.9628556370735168,19,217,25,0,1,
191,qasper,random,hhem,HHEM-2.1-open,none,0.012009878642857075,17,211,32,0,1,
229,qasper,targeted,hhem,HHEM-2.1-open,none,0.9548676609992981,16,225,18,0,1,
89,qasper,random,hhem,HHEM-2.1-open,none,0.004747758619487286,32,200,45,0,1,
142,qasper,targeted,hhem,HHEM-2.1-open,none,0.9687976837158203,14,229,17,0,1,
116,qasper,random,hhem,HHEM-2.1-open,none,0.010547513142228127,75,136,111,0,1,
198,qasper,clean,hhem,HHEM-2.1-open,none,0.049704235047101974,35,189,58,0,1,
321,qasper,clean,hhem,HHEM-2.1-open,none,0.016822753474116325,12,233,14,0,1,
152,qasper,random,hhem,HHEM-2.1-open,none,0.01689118891954422,23,200,48,0,1,
388,financebench,targeted,hhem,HHEM-2.1-open,none,0.9100658893585205,5,238,10,0,1,
211,qasper,targeted,hhem,HHEM-2.1-open,none,0.9840558767318726,14,234,15,0,1,
7,qasper,targeted,hhem,HHEM-2.1-open,none,0.9068278074264526,23,204,47,0,1,
8,qasper,random,hhem,HHEM-2.1-open,none,0.003865269012749195,23,204,47,0,1,
256,qasper,targeted,hhem,HHEM-2.1-open,none,0.9343947172164917,33,201,50,0,1,
3,qasper,clean,hhem,HHEM-2.1-open,none,0.01706286333501339,8,242,10,0,1,
291,qasper,clean,hhem,HHEM-2.1-open,none,0.758804202079773,75,143,112,0,1,
141,qasper,clean,hhem,HHEM-2.1-open,none,0.5591579079627991,15,229,29,0,1,
210,qasper,clean,hhem,HHEM-2.1-open,none,0.8981080055236816,13,234,25,0,1,
22,qasper,targeted,hhem,HHEM-2.1-open,none,0.9562424421310425,32,217,43,0,1,
265,qasper,targeted,hhem,HHEM-2.1-open,none,0.9582496881484985,24,223,38,0,1,
5,qasper,random,hhem,HHEM-2.1-open,none,0.004865837749093771,15,242,20,0,1,
216,qasper,clean,hhem,HHEM-2.1-open,none,0.3769426643848419,29,217,45,0,1,
308,qasper,random,hhem,HHEM-2.1-open,none,0.01415058970451355,15,245,17,0,1,
4,qasper,targeted,hhem,HHEM-2.1-open,none,0.8735253214836121,15,242,21,0,1,
212,qasper,random,hhem,HHEM-2.1-open,none,0.007723828312009573,13,234,31,0,1,
186,qasper,clean,hhem,HHEM-2.1-open,none,0.8822958469390869,6,257,10,0,1,
170,qasper,random,hhem,HHEM-2.1-open,none,0.008459910750389099,27,207,61,0,1,
182,qasper,random,hhem,HHEM-2.1-open,none,0.030824849382042885,81,161,108,0,1,
203,qasper,random,hhem,HHEM-2.1-open,none,0.0070322598330676556,11,251,19,0,1,
295,qasper,targeted,hhem,HHEM-2.1-open,none,0.9830143451690674,18,249,21,0,1,
675,financebench,targeted,hhem,HHEM-2.1-open,none,0.917918860912323,23,232,39,0,1,
30,qasper,clean,hhem,HHEM-2.1-open,none,0.6708067655563354,11,255,17,0,1,
230,qasper,random,hhem,HHEM-2.1-open,none,0.011783572845160961,42,225,47,0,1,
23,qasper,random,hhem,HHEM-2.1-open,none,0.01723918318748474,45,217,56,0,1,
68,qasper,random,hhem,HHEM-2.1-open,none,0.029407529160380363,16,247,26,0,1,
140,qasper,random,hhem,HHEM-2.1-open,none,0.45087677240371704,36,224,50,0,1,
317,qasper,random,hhem,HHEM-2.1-open,none,0.007093881722539663,27,213,61,0,1,
32,qasper,random,hhem,HHEM-2.1-open,none,0.012821263633668423,16,255,20,0,1,
139,qasper,targeted,hhem,HHEM-2.1-open,none,0.945964515209198,38,224,52,0,1,
174,qasper,clean,hhem,HHEM-2.1-open,none,0.9296198487281799,7,267,9,0,1,
188,qasper,random,hhem,HHEM-2.1-open,none,0.0060147009789943695,13,257,19,0,1,
294,qasper,clean,hhem,HHEM-2.1-open,none,0.12743593752384186,18,249,28,0,1,
176,qasper,random,hhem,HHEM-2.1-open,none,0.02952766790986061,7,267,11,0,1,
187,qasper,targeted,hhem,HHEM-2.1-open,none,0.9746741652488708,16,257,23,0,1,
253,qasper,targeted,hhem,HHEM-2.1-open,none,0.9175986647605896,16,258,22,0,1,
183,qasper,clean,hhem,HHEM-2.1-open,none,0.7508848309516907,75,170,111,0,1,
201,qasper,clean,hhem,HHEM-2.1-open,none,0.9337762594223022,21,251,31,0,1,
306,qasper,clean,hhem,HHEM-2.1-open,none,0.9443426728248596,25,245,38,0,1,
338,qasper,random,hhem,HHEM-2.1-open,none,0.05729559436440468,3,277,6,0,1,
227,qasper,random,hhem,HHEM-2.1-open,none,0.03787330165505409,133,92,192,0,1,
40,qasper,targeted,hhem,HHEM-2.1-open,none,0.9432975053787231,34,218,68,0,1,
254,qasper,random,hhem,HHEM-2.1-open,none,0.012227416038513184,26,258,29,0,1,
121,qasper,targeted,hhem,HHEM-2.1-open,none,0.9688389897346497,14,259,29,0,1,
120,qasper,clean,hhem,HHEM-2.1-open,none,0.9033565521240234,13,259,31,0,1,
31,qasper,targeted,hhem,HHEM-2.1-open,none,0.9755679965019226,23,255,36,0,1,
67,qasper,targeted,hhem,HHEM-2.1-open,none,0.9293095469474792,33,247,45,0,1,
194,qasper,random,hhem,HHEM-2.1-open,none,0.005961574614048004,93,154,139,0,1,
202,qasper,targeted,hhem,HHEM-2.1-open,none,0.9511988162994385,23,251,42,0,1,
13,qasper,targeted,hhem,HHEM-2.1-open,none,0.9480146169662476,22,269,26,0,1,
122,qasper,random,hhem,HHEM-2.1-open,none,0.00688939681276679,20,259,37,0,1,
12,qasper,clean,hhem,HHEM-2.1-open,none,0.7226942181587219,20,269,28,0,1,
278,qasper,random,hhem,HHEM-2.1-open,none,0.006774782668799162,143,11,288,0,1,
323,qasper,random,hhem,HHEM-2.1-open,none,0.005499407649040222,43,233,67,0,1,
175,qasper,targeted,hhem,HHEM-2.1-open,none,0.9627612233161926,29,267,36,0,1,
264,qasper,clean,hhem,HHEM-2.1-open,none,0.8990897536277771,36,223,81,0,1,
307,qasper,targeted,hhem,HHEM-2.1-open,none,0.9284678101539612,30,245,59,0,1,
150,qasper,clean,hhem,HHEM-2.1-open,none,0.5370606184005737,81,200,108,0,1,
296,qasper,random,hhem,HHEM-2.1-open,none,0.004207436926662922,43,249,60,0,1,
95,qasper,random,hhem,HHEM-2.1-open,none,0.09589505195617676,105,141,170,0,1,
322,qasper,targeted,hhem,HHEM-2.1-open,none,0.9407749772071838,44,233,78,0,1,
124,qasper,targeted,hhem,HHEM-2.1-open,none,0.928229033946991,25,271,47,0,1,
580,financebench,random,hhem,HHEM-2.1-open,none,0.04107438400387764,41,261,57,0,1,
15,qasper,clean,hhem,HHEM-2.1-open,none,0.30260178446769714,3,315,6,0,1,
336,qasper,clean,hhem,HHEM-2.1-open,none,0.9610129594802856,23,277,47,0,1,
515,financebench,clean,hhem,HHEM-2.1-open,none,0.19577668607234955,80,186,139,0,1,
209,qasper,random,hhem,HHEM-2.1-open,none,0.007179121486842632,18,300,28,0,1,
255,qasper,clean,hhem,HHEM-2.1-open,none,0.9543704390525818,87,201,128,0,1,
66,qasper,clean,hhem,HHEM-2.1-open,none,0.966911256313324,63,247,86,0,1,
337,qasper,targeted,hhem,HHEM-2.1-open,none,0.9583219289779663,45,277,57,0,1,
389,financebench,random,hhem,HHEM-2.1-open,none,0.03959602117538452,62,238,98,0,1,
16,qasper,targeted,hhem,HHEM-2.1-open,none,0.9610535502433777,12,315,22,0,1,
83,qasper,random,hhem,HHEM-2.1-open,none,0.01719692535698414,3,332,7,0,1,
228,qasper,clean,hhem,HHEM-2.1-open,none,0.8367416858673096,96,225,119,0,1,
208,qasper,targeted,hhem,HHEM-2.1-open,none,0.9057593941688538,24,300,46,0,1,
81,qasper,clean,hhem,HHEM-2.1-open,none,0.9227903485298157,11,332,16,0,1,
289,qasper,targeted,hhem,HHEM-2.1-open,none,0.9324409365653992,9,335,13,0,1,
511,financebench,random,hhem,HHEM-2.1-open,none,0.008164709433913231,24,312,36,0,1,
252,qasper,clean,hhem,HHEM-2.1-open,none,0.8521776795387268,57,258,91,0,1,
305,qasper,random,hhem,HHEM-2.1-open,none,0.006285587791353464,7,340,9,0,1,
17,qasper,random,hhem,HHEM-2.1-open,none,0.07454982399940491,33,315,36,0,1,
125,qasper,random,hhem,HHEM-2.1-open,none,0.011084933765232563,36,271,81,0,1,
288,qasper,clean,hhem,HHEM-2.1-open,none,0.27514904737472534,11,335,19,0,1,
14,qasper,random,hhem,HHEM-2.1-open,none,0.006485773716121912,66,269,90,0,1,
379,financebench,targeted,hhem,HHEM-2.1-open,none,0.9663255214691162,9,346,13,0,1,
96,qasper,clean,hhem,HHEM-2.1-open,none,0.7796503901481628,15,341,20,0,1,
98,qasper,random,hhem,HHEM-2.1-open,none,0.010759883560240269,15,341,23,0,1,
97,qasper,targeted,hhem,HHEM-2.1-open,none,0.9627350568771362,24,341,26,0,1,
149,qasper,random,hhem,HHEM-2.1-open,none,0.030133893713355064,7,358,11,0,1,
378,financebench,clean,hhem,HHEM-2.1-open,none,0.028330424800515175,13,346,23,0,1,
516,financebench,targeted,hhem,HHEM-2.1-open,none,0.8149136900901794,119,186,185,0,1,
19,qasper,targeted,hhem,HHEM-2.1-open,none,0.8726370930671692,17,348,28,0,1,
262,qasper,targeted,hhem,HHEM-2.1-open,none,0.9596261978149414,16,358,19,0,1,
628,financebench,random,hhem,HHEM-2.1-open,none,0.015684600919485092,16,361,22,0,1,
303,qasper,clean,hhem,HHEM-2.1-open,none,0.8337543606758118,22,340,44,0,1,
20,qasper,random,hhem,HHEM-2.1-open,none,0.006773458793759346,29,348,37,0,1,
82,qasper,targeted,hhem,HHEM-2.1-open,none,0.9794252514839172,36,332,53,0,1,
263,qasper,random,hhem,HHEM-2.1-open,none,0.018461521714925766,22,358,32,0,1,
422,financebench,random,hhem,HHEM-2.1-open,none,0.0056977542117238045,31,354,38,0,1,
224,qasper,random,hhem,HHEM-2.1-open,none,0.1123165711760521,3,387,6,0,1,
290,qasper,random,hhem,HHEM-2.1-open,none,0.0024313139729201794,43,335,60,0,1,
304,qasper,targeted,hhem,HHEM-2.1-open,none,0.9652981758117676,30,340,57,0,1,
356,financebench,random,hhem,HHEM-2.1-open,none,0.008737352676689625,31,364,38,0,1,
494,financebench,clean,hhem,HHEM-2.1-open,none,0.10615221410989761,10,384,19,0,1,
148,qasper,targeted,hhem,HHEM-2.1-open,none,0.9806849956512451,34,358,53,0,1,
207,qasper,clean,hhem,HHEM-2.1-open,none,0.836560070514679,81,300,113,0,1,
391,financebench,targeted,hhem,HHEM-2.1-open,none,0.9674044847488403,3,407,7,0,1,
223,qasper,targeted,hhem,HHEM-2.1-open,none,0.9603965878486633,18,387,32,0,1,
606,financebench,targeted,hhem,HHEM-2.1-open,none,0.9611279964447021,7,414,8,0,1,
320,qasper,random,hhem,HHEM-2.1-open,none,0.09142972528934479,3,420,6,0,1,
