rid,bench,regime,checker,model,qvariant,score,cand_words,doc_tokens,cand_tokens,truncated,cand_in_retained,extra
74,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0016107559204101562,18,8,25,0,1,
75,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.96044921875,35,124,45,0,1,
76,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.3603515625,15,124,18,0,1,
77,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0011806488037109375,15,124,21,0,1,
78,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.998046875,16,139,17,0,1,
79,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9248046875,20,139,23,0,1,
80,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.00119781494140625,23,139,43,0,1,
81,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.80126953125,11,294,13,0,1,
82,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.401123046875,36,294,44,0,1,
83,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0626220703125,3,294,7,0,1,
84,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9931640625,8,117,11,0,1,
85,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.98583984375,15,117,18,0,1,
86,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.00035262107849121094,15,117,21,0,1,
87,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0579833984375,8,178,9,0,1,
88,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.94287109375,13,178,14,0,1,
89,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.434814453125,32,178,42,0,1,
90,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.810546875,43,98,53,0,1,
91,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99755859375,26,98,29,0,1,
92,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.016265869140625,25,98,27,0,1,
93,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.1490478515625,3,118,6,0,1,
94,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.91650390625,23,118,63,0,1,
95,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0689697265625,105,118,140,0,1,
96,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.998046875,15,301,20,0,1,
97,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.818359375,24,301,25,0,1,
98,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0226593017578125,15,301,21,0,1,
99,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99365234375,29,116,39,0,1,
100,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9404296875,22,116,28,0,1,
101,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0129241943359375,33,116,38,0,1,
102,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.67626953125,29,577,40,1,1,
103,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.464599609375,12,577,20,1,1,
104,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.3349609375,20,577,30,1,1,
105,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9951171875,27,92,34,0,1,
106,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9931640625,17,92,26,0,1,
107,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.00080108642578125,13,92,23,0,1,
108,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.98974609375,10,146,29,0,1,
109,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9248046875,18,146,24,0,1,
110,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.002208709716796875,39,146,41,0,1,
111,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9970703125,6,86,7,0,1,
112,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.96435546875,26,86,40,0,1,
113,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0024871826171875,33,86,38,0,1,
114,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.990234375,13,116,15,0,1,
115,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.97900390625,19,116,22,0,1,
116,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0770263671875,75,116,101,0,1,
117,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.328857421875,3,8,6,0,1,
118,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9912109375,6,8,8,0,1,
119,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.005901336669921875,29,8,31,0,1,
120,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99462890625,13,223,23,0,1,
121,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.91064453125,14,223,23,0,1,
122,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0032176971435546875,20,223,30,0,1,
123,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.71826171875,105,237,140,0,1,
124,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.229248046875,25,237,40,0,1,
125,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.154296875,36,237,69,0,1,
126,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9326171875,40,127,58,0,1,
127,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.90625,17,127,26,0,1,
128,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0012426376342773438,12,127,13,0,1,
129,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9794921875,12,359,16,0,1,
130,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.974609375,26,359,32,0,1,
131,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.04754638671875,10,359,29,0,1,
132,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99609375,3,125,7,0,1,
133,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9287109375,30,125,40,0,1,
134,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0005788803100585938,19,125,23,0,1,
135,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.86669921875,23,488,41,1,1,
136,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.54833984375,20,488,23,1,1,
137,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.049957275390625,8,488,11,0,1,
138,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9951171875,6,199,7,0,1,
139,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.25439453125,38,199,47,0,1,
140,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0836181640625,36,199,44,0,1,
141,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9736328125,15,196,29,0,1,
142,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99609375,14,196,17,0,1,
143,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0267486572265625,96,196,156,0,1,
144,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.2490234375,3,392,6,0,1,
145,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.66455078125,9,392,12,0,1,
146,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.06671142578125,29,392,35,0,1,
147,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.884765625,41,298,59,0,1,
148,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.78271484375,34,298,45,0,1,
149,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0010652542114257812,7,298,10,0,1,
150,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.88818359375,81,173,95,0,1,
151,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.10247802734375,18,173,21,0,1,
152,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.01168060302734375,23,173,41,0,1,
153,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.98583984375,53,378,78,0,1,
154,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.92529296875,31,378,44,0,1,
155,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.134521484375,17,378,18,0,1,
156,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.81494140625,14,116,21,0,1,
157,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9814453125,14,116,20,0,1,
158,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0714111328125,32,116,42,0,1,
159,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.328857421875,3,8,6,0,1,
160,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9912109375,6,8,8,0,1,
161,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0059356689453125,22,8,25,0,1,
162,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.328857421875,3,8,6,0,1,
163,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9912109375,6,8,8,0,1,
164,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0035762786865234375,18,8,29,0,1,
165,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.328857421875,3,8,6,0,1,
166,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9912109375,6,8,8,0,1,
167,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0023632049560546875,73,8,82,0,1,
168,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.7109375,8,190,11,0,1,
169,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.95703125,20,190,22,0,1,
170,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.00839996337890625,27,190,47,0,1,
171,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.048370361328125,3,160,6,0,1,
172,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.87060546875,20,160,38,0,1,
173,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0252838134765625,6,160,9,0,1,
174,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.98388671875,7,217,8,0,1,
175,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.71826171875,29,217,31,0,1,
176,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0012331008911132812,7,217,9,0,1,
177,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9921875,17,183,18,0,1,
178,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99755859375,10,183,11,0,1,
179,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.051300048828125,13,183,23,0,1,
180,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9892578125,9,135,10,0,1,
181,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.04132080078125,31,135,35,0,1,
182,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.1414794921875,81,135,95,0,1,
183,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.98876953125,75,150,101,0,1,
184,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.5322265625,11,150,12,0,1,
185,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.27978515625,42,150,46,0,1,
186,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9765625,6,229,9,0,1,
187,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.97705078125,16,229,21,0,1,
188,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.00774383544921875,13,229,16,0,1,
189,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.96630859375,10,186,17,0,1,
190,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.2802734375,2,186,3,0,1,
191,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0008478164672851562,17,186,28,0,1,
192,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.3623046875,3,136,6,0,1,
193,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9775390625,34,136,44,0,1,
194,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.001163482666015625,93,136,127,0,1,
195,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9853515625,7,159,9,0,1,
196,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99365234375,11,159,12,0,1,
197,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0013246536254882812,20,159,30,0,1,
198,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.97314453125,35,159,53,0,1,
199,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99365234375,11,159,12,0,1,
200,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.36572265625,3,159,6,0,1,
201,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.421142578125,21,225,27,0,1,
202,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9462890625,23,225,37,0,1,
203,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.002307891845703125,11,225,17,0,1,
204,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.998046875,20,126,30,0,1,
205,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.97314453125,18,126,28,0,1,
206,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.46923828125,143,126,229,0,1,
207,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.923828125,81,268,95,0,1,
208,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.8994140625,24,268,42,0,1,
209,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.1402587890625,18,268,29,0,1,
210,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.994140625,13,207,23,0,1,
211,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.96240234375,14,207,15,0,1,
212,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.001300811767578125,13,207,23,0,1,
213,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.328857421875,3,8,6,0,1,
214,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9912109375,6,8,8,0,1,
215,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.015106201171875,66,8,78,0,1,
216,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.423828125,29,191,35,0,1,
217,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99609375,19,191,24,0,1,
218,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.456298828125,7,191,10,0,1,
219,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99462890625,6,87,9,0,1,
220,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.8388671875,19,87,31,0,1,
221,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.41357421875,81,87,95,0,1,
222,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.98974609375,28,334,39,0,1,
223,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.986328125,18,334,26,0,1,
224,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.8642578125,3,334,6,0,1,
225,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.810546875,18,84,29,0,1,
226,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0241546630859375,19,84,22,0,1,
227,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.27880859375,133,84,165,0,1,
228,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.377197265625,96,214,112,0,1,
229,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0289459228515625,16,214,18,0,1,
230,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.1351318359375,42,214,46,0,1,
231,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.328857421875,3,8,6,0,1,
232,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9912109375,6,8,8,0,1,
233,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0184326171875,42,8,46,0,1,
234,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.5302734375,12,117,16,0,1,
235,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.86083984375,39,117,45,0,1,
236,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0034236907958984375,29,117,40,0,1,
237,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.88916015625,29,155,31,0,1,
238,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.88623046875,14,155,16,0,1,
239,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0001817941665649414,16,155,17,0,1,
240,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9599609375,143,381,229,1,1,
241,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0258636474609375,7,381,9,0,1,
242,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.00945281982421875,17,381,18,0,1,
243,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.01486968994140625,96,410,156,1,1,
244,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.053466796875,1,410,2,0,1,
245,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0379638671875,7,410,9,0,1,
246,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.1903076171875,7,145,10,0,1,
247,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.99755859375,15,145,18,0,1,
248,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.0161590576171875,17,145,18,0,1,
249,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.97607421875,43,125,53,0,1,
250,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.8466796875,27,125,36,0,1,
251,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.1141357421875,45,125,50,0,1,
252,qasper,clean,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.9951171875,57,231,79,0,1,
253,qasper,targeted,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.935546875,16,231,21,0,1,
254,qasper,random,nli,DeBERTa-v3-base-mnli-fever-anli,none,0.01824951171875,26,231,28,0,1,
