"experiment","phase","query_id","final_category"
"base_finbench_lc","AC-LC","financebench_94","correct"
"base_finbench_lc","AC-LC","financebench_95","correct"
"base_finbench_lc","AC-LC","financebench_96","correct"
"base_finbench_lc","AC-LC","financebench_97","correct"
"base_finbench_lc","AC-LC","financebench_98","correct"
"base_finbench_lc","AC-LC","financebench_99","correct"
"base_finbench_lc","C-AC-LC","financebench_0","correct"
"base_finbench_lc","C-AC-LC","financebench_1","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_10","correct"
"base_finbench_lc","C-AC-LC","financebench_100","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_101","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_102","correct"
"base_finbench_lc","C-AC-LC","financebench_103","correct"
"base_finbench_lc","C-AC-LC","financebench_104","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_105","correct"
"base_finbench_lc","C-AC-LC","financebench_106","correct"
"base_finbench_lc","C-AC-LC","financebench_107","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_108","correct"
"base_finbench_lc","C-AC-LC","financebench_109","correct"
"base_finbench_lc","C-AC-LC","financebench_11","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_110","correct"
"base_finbench_lc","C-AC-LC","financebench_111","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_112","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_113","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_114","correct"
"base_finbench_lc","C-AC-LC","financebench_115","correct"
"base_finbench_lc","C-AC-LC","financebench_116","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_117","correct"
"base_finbench_lc","C-AC-LC","financebench_118","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_119","correct"
"base_finbench_lc","C-AC-LC","financebench_12","correct"
"base_finbench_lc","C-AC-LC","financebench_120","correct"
"base_finbench_lc","C-AC-LC","financebench_121","correct"
"base_finbench_lc","C-AC-LC","financebench_122","correct"
"base_finbench_lc","C-AC-LC","financebench_123","correct"
"base_finbench_lc","C-AC-LC","financebench_124","correct"
"base_finbench_lc","C-AC-LC","financebench_125","correct"
"base_finbench_lc","C-AC-LC","financebench_126","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_127","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_128","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_129","correct"
"base_finbench_lc","C-AC-LC","financebench_13","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_130","correct"
"base_finbench_lc","C-AC-LC","financebench_131","correct"
"base_finbench_lc","C-AC-LC","financebench_132","correct"
"base_finbench_lc","C-AC-LC","financebench_133","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_134","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_135","correct"
"base_finbench_lc","C-AC-LC","financebench_136","correct"
"base_finbench_lc","C-AC-LC","financebench_137","correct"
"base_finbench_lc","C-AC-LC","financebench_138","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_139","honest_abstention"
"base_finbench_lc","C-AC-LC","financebench_14","correct"
"base_finbench_lc","C-AC-LC","financebench_140","honest_abstention"
"base_finbench_lc","C-AC-LC","financebench_141","correct"
"base_finbench_lc","C-AC-LC","financebench_142","correct"
"base_finbench_lc","C-AC-LC","financebench_143","correct"
"base_finbench_lc","C-AC-LC","financebench_144","correct"
"base_finbench_lc","C-AC-LC","financebench_145","correct"
"base_finbench_lc","C-AC-LC","financebench_146","correct"
"base_finbench_lc","C-AC-LC","financebench_147","correct"
"base_finbench_lc","C-AC-LC","financebench_148","correct"
"base_finbench_lc","C-AC-LC","financebench_149","correct"
"base_finbench_lc","C-AC-LC","financebench_15","correct"
"base_finbench_lc","C-AC-LC","financebench_16","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_17","correct"
"base_finbench_lc","C-AC-LC","financebench_18","correct"
"base_finbench_lc","C-AC-LC","financebench_19","correct"
"base_finbench_lc","C-AC-LC","financebench_2","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_20","correct"
"base_finbench_lc","C-AC-LC","financebench_21","correct"
"base_finbench_lc","C-AC-LC","financebench_22","correct"
"base_finbench_lc","C-AC-LC","financebench_23","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_24","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_25","correct"
"base_finbench_lc","C-AC-LC","financebench_26","correct"
"base_finbench_lc","C-AC-LC","financebench_27","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_28","correct"
"base_finbench_lc","C-AC-LC","financebench_29","correct"
"base_finbench_lc","C-AC-LC","financebench_3","correct"
"base_finbench_lc","C-AC-LC","financebench_30","correct"
"base_finbench_lc","C-AC-LC","financebench_31","correct"
"base_finbench_lc","C-AC-LC","financebench_32","correct"
"base_finbench_lc","C-AC-LC","financebench_33","correct"
"base_finbench_lc","C-AC-LC","financebench_34","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_35","correct"
"base_finbench_lc","C-AC-LC","financebench_36","correct"
"base_finbench_lc","C-AC-LC","financebench_37","correct"
"base_finbench_lc","C-AC-LC","financebench_38","honest_abstention"
"base_finbench_lc","C-AC-LC","financebench_39","correct"
"base_finbench_lc","C-AC-LC","financebench_4","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_40","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_41","correct"
"base_finbench_lc","C-AC-LC","financebench_42","correct"
"base_finbench_lc","C-AC-LC","financebench_43","correct"
"base_finbench_lc","C-AC-LC","financebench_44","correct"
"base_finbench_lc","C-AC-LC","financebench_45","correct"
"base_finbench_lc","C-AC-LC","financebench_46","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_47","correct"
"base_finbench_lc","C-AC-LC","financebench_48","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_49","correct"
"base_finbench_lc","C-AC-LC","financebench_5","correct"
"base_finbench_lc","C-AC-LC","financebench_50","correct"
"base_finbench_lc","C-AC-LC","financebench_51","correct"
"base_finbench_lc","C-AC-LC","financebench_52","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_53","correct"
"base_finbench_lc","C-AC-LC","financebench_54","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_55","honest_abstention"
"base_finbench_lc","C-AC-LC","financebench_56","correct"
"base_finbench_lc","C-AC-LC","financebench_57","correct"
"base_finbench_lc","C-AC-LC","financebench_58","correct"
"base_finbench_lc","C-AC-LC","financebench_59","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_6","correct"
"base_finbench_lc","C-AC-LC","financebench_60","correct"
"base_finbench_lc","C-AC-LC","financebench_61","correct"
"base_finbench_lc","C-AC-LC","financebench_62","correct"
"base_finbench_lc","C-AC-LC","financebench_63","correct"
"base_finbench_lc","C-AC-LC","financebench_64","correct"
"base_finbench_lc","C-AC-LC","financebench_65","correct"
"base_finbench_lc","C-AC-LC","financebench_66","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_67","correct"
"base_finbench_lc","C-AC-LC","financebench_68","correct"
"base_finbench_lc","C-AC-LC","financebench_69","correct"
"base_finbench_lc","C-AC-LC","financebench_7","correct"
"base_finbench_lc","C-AC-LC","financebench_70","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_71","correct"
"base_finbench_lc","C-AC-LC","financebench_72","correct"
"base_finbench_lc","C-AC-LC","financebench_73","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_74","correct"
"base_finbench_lc","C-AC-LC","financebench_75","correct"
"base_finbench_lc","C-AC-LC","financebench_76","correct"
"base_finbench_lc","C-AC-LC","financebench_77","correct"
"base_finbench_lc","C-AC-LC","financebench_78","correct"
"base_finbench_lc","C-AC-LC","financebench_79","correct"
"base_finbench_lc","C-AC-LC","financebench_8","correct"
"base_finbench_lc","C-AC-LC","financebench_80","correct"
"base_finbench_lc","C-AC-LC","financebench_81","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_82","correct"
"base_finbench_lc","C-AC-LC","financebench_83","correct"
"base_finbench_lc","C-AC-LC","financebench_84","correct"
"base_finbench_lc","C-AC-LC","financebench_85","correct"
"base_finbench_lc","C-AC-LC","financebench_86","correct"
"base_finbench_lc","C-AC-LC","financebench_87","correct"
"base_finbench_lc","C-AC-LC","financebench_88","correct"
"base_finbench_lc","C-AC-LC","financebench_89","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_9","correct"
"base_finbench_lc","C-AC-LC","financebench_90","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_91","correct"
"base_finbench_lc","C-AC-LC","financebench_92","correct"
"base_finbench_lc","C-AC-LC","financebench_93","correct"
"base_finbench_lc","C-AC-LC","financebench_94","correct"
"base_finbench_lc","C-AC-LC","financebench_95","correct"
"base_finbench_lc","C-AC-LC","financebench_96","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_97","confident_wrong"
"base_finbench_lc","C-AC-LC","financebench_98","correct"
"base_finbench_lc","C-AC-LC","financebench_99","correct"
"base_finbench_lc","C-HGC-LC","financebench_0","correct"
"base_finbench_lc","C-HGC-LC","financebench_1","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_10","correct"
"base_finbench_lc","C-HGC-LC","financebench_100","correct"
"base_finbench_lc","C-HGC-LC","financebench_101","correct"
"base_finbench_lc","C-HGC-LC","financebench_102","correct"
"base_finbench_lc","C-HGC-LC","financebench_103","correct"
"base_finbench_lc","C-HGC-LC","financebench_104","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_105","correct"
"base_finbench_lc","C-HGC-LC","financebench_106","correct"
"base_finbench_lc","C-HGC-LC","financebench_107","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_108","correct"
"base_finbench_lc","C-HGC-LC","financebench_109","correct"
"base_finbench_lc","C-HGC-LC","financebench_11","correct"
"base_finbench_lc","C-HGC-LC","financebench_110","correct"
"base_finbench_lc","C-HGC-LC","financebench_111","correct"
"base_finbench_lc","C-HGC-LC","financebench_112","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_113","correct"
"base_finbench_lc","C-HGC-LC","financebench_114","correct"
"base_finbench_lc","C-HGC-LC","financebench_115","correct"
"base_finbench_lc","C-HGC-LC","financebench_116","correct"
"base_finbench_lc","C-HGC-LC","financebench_117","correct"
"base_finbench_lc","C-HGC-LC","financebench_118","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_119","correct"
"base_finbench_lc","C-HGC-LC","financebench_12","correct"
"base_finbench_lc","C-HGC-LC","financebench_120","correct"
"base_finbench_lc","C-HGC-LC","financebench_121","correct"
"base_finbench_lc","C-HGC-LC","financebench_122","correct"
"base_finbench_lc","C-HGC-LC","financebench_123","correct"
"base_finbench_lc","C-HGC-LC","financebench_124","correct"
"base_finbench_lc","C-HGC-LC","financebench_125","correct"
"base_finbench_lc","C-HGC-LC","financebench_126","correct"
"base_finbench_lc","C-HGC-LC","financebench_127","correct"
"base_finbench_lc","C-HGC-LC","financebench_128","correct"
"base_finbench_lc","C-HGC-LC","financebench_129","correct"
"base_finbench_lc","C-HGC-LC","financebench_13","correct"
"base_finbench_lc","C-HGC-LC","financebench_130","correct"
"base_finbench_lc","C-HGC-LC","financebench_131","correct"
"base_finbench_lc","C-HGC-LC","financebench_132","correct"
"base_finbench_lc","C-HGC-LC","financebench_133","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_134","correct"
"base_finbench_lc","C-HGC-LC","financebench_135","correct"
"base_finbench_lc","C-HGC-LC","financebench_136","correct"
"base_finbench_lc","C-HGC-LC","financebench_137","correct"
"base_finbench_lc","C-HGC-LC","financebench_138","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_139","honest_abstention"
"base_finbench_lc","C-HGC-LC","financebench_14","correct"
"base_finbench_lc","C-HGC-LC","financebench_140","honest_abstention"
"base_finbench_lc","C-HGC-LC","financebench_141","correct"
"base_finbench_lc","C-HGC-LC","financebench_142","correct"
"base_finbench_lc","C-HGC-LC","financebench_143","correct"
"base_finbench_lc","C-HGC-LC","financebench_144","correct"
"base_finbench_lc","C-HGC-LC","financebench_145","correct"
"base_finbench_lc","C-HGC-LC","financebench_146","correct"
"base_finbench_lc","C-HGC-LC","financebench_147","correct"
"base_finbench_lc","C-HGC-LC","financebench_148","correct"
"base_finbench_lc","C-HGC-LC","financebench_149","correct"
"base_finbench_lc","C-HGC-LC","financebench_15","correct"
"base_finbench_lc","C-HGC-LC","financebench_16","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_17","correct"
"base_finbench_lc","C-HGC-LC","financebench_18","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_19","correct"
"base_finbench_lc","C-HGC-LC","financebench_2","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_20","correct"
"base_finbench_lc","C-HGC-LC","financebench_21","correct"
"base_finbench_lc","C-HGC-LC","financebench_22","correct"
"base_finbench_lc","C-HGC-LC","financebench_23","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_24","correct"
"base_finbench_lc","C-HGC-LC","financebench_25","correct"
"base_finbench_lc","C-HGC-LC","financebench_26","correct"
"base_finbench_lc","C-HGC-LC","financebench_27","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_28","correct"
"base_finbench_lc","C-HGC-LC","financebench_29","correct"
"base_finbench_lc","C-HGC-LC","financebench_3","correct"
"base_finbench_lc","C-HGC-LC","financebench_30","correct"
"base_finbench_lc","C-HGC-LC","financebench_31","correct"
"base_finbench_lc","C-HGC-LC","financebench_32","correct"
"base_finbench_lc","C-HGC-LC","financebench_33","correct"
"base_finbench_lc","C-HGC-LC","financebench_34","correct"
"base_finbench_lc","C-HGC-LC","financebench_35","correct"
"base_finbench_lc","C-HGC-LC","financebench_36","correct"
"base_finbench_lc","C-HGC-LC","financebench_37","correct"
"base_finbench_lc","C-HGC-LC","financebench_38","honest_abstention"
"base_finbench_lc","C-HGC-LC","financebench_39","correct"
"base_finbench_lc","C-HGC-LC","financebench_4","correct"
"base_finbench_lc","C-HGC-LC","financebench_40","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_41","correct"
"base_finbench_lc","C-HGC-LC","financebench_42","correct"
"base_finbench_lc","C-HGC-LC","financebench_43","correct"
"base_finbench_lc","C-HGC-LC","financebench_44","correct"
"base_finbench_lc","C-HGC-LC","financebench_45","correct"
"base_finbench_lc","C-HGC-LC","financebench_46","correct"
"base_finbench_lc","C-HGC-LC","financebench_47","correct"
"base_finbench_lc","C-HGC-LC","financebench_48","correct"
"base_finbench_lc","C-HGC-LC","financebench_49","correct"
"base_finbench_lc","C-HGC-LC","financebench_5","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_50","correct"
"base_finbench_lc","C-HGC-LC","financebench_51","correct"
"base_finbench_lc","C-HGC-LC","financebench_52","correct"
"base_finbench_lc","C-HGC-LC","financebench_53","correct"
"base_finbench_lc","C-HGC-LC","financebench_54","correct"
"base_finbench_lc","C-HGC-LC","financebench_55","honest_abstention"
"base_finbench_lc","C-HGC-LC","financebench_56","correct"
"base_finbench_lc","C-HGC-LC","financebench_57","correct"
"base_finbench_lc","C-HGC-LC","financebench_58","correct"
"base_finbench_lc","C-HGC-LC","financebench_59","correct"
"base_finbench_lc","C-HGC-LC","financebench_6","correct"
"base_finbench_lc","C-HGC-LC","financebench_60","correct"
"base_finbench_lc","C-HGC-LC","financebench_61","correct"
"base_finbench_lc","C-HGC-LC","financebench_62","correct"
"base_finbench_lc","C-HGC-LC","financebench_63","correct"
"base_finbench_lc","C-HGC-LC","financebench_64","correct"
"base_finbench_lc","C-HGC-LC","financebench_65","correct"
"base_finbench_lc","C-HGC-LC","financebench_66","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_67","correct"
"base_finbench_lc","C-HGC-LC","financebench_68","correct"
"base_finbench_lc","C-HGC-LC","financebench_69","correct"
"base_finbench_lc","C-HGC-LC","financebench_7","correct"
"base_finbench_lc","C-HGC-LC","financebench_70","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_71","correct"
"base_finbench_lc","C-HGC-LC","financebench_72","correct"
"base_finbench_lc","C-HGC-LC","financebench_73","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_74","correct"
"base_finbench_lc","C-HGC-LC","financebench_75","correct"
"base_finbench_lc","C-HGC-LC","financebench_76","correct"
"base_finbench_lc","C-HGC-LC","financebench_77","correct"
"base_finbench_lc","C-HGC-LC","financebench_78","correct"
"base_finbench_lc","C-HGC-LC","financebench_79","correct"
"base_finbench_lc","C-HGC-LC","financebench_8","correct"
"base_finbench_lc","C-HGC-LC","financebench_80","correct"
"base_finbench_lc","C-HGC-LC","financebench_81","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_82","correct"
"base_finbench_lc","C-HGC-LC","financebench_83","correct"
"base_finbench_lc","C-HGC-LC","financebench_84","correct"
"base_finbench_lc","C-HGC-LC","financebench_85","correct"
"base_finbench_lc","C-HGC-LC","financebench_86","correct"
"base_finbench_lc","C-HGC-LC","financebench_87","correct"
"base_finbench_lc","C-HGC-LC","financebench_88","correct"
"base_finbench_lc","C-HGC-LC","financebench_89","confident_wrong"
"base_finbench_lc","C-HGC-LC","financebench_9","correct"
"base_finbench_lc","C-HGC-LC","financebench_90","correct"
"base_finbench_lc","C-HGC-LC","financebench_91","correct"
"base_finbench_lc","C-HGC-LC","financebench_92","correct"
"base_finbench_lc","C-HGC-LC","financebench_93","correct"
"base_finbench_lc","C-HGC-LC","financebench_94","correct"
"base_finbench_lc","C-HGC-LC","financebench_95","correct"
"base_finbench_lc","C-HGC-LC","financebench_96","correct"
"base_finbench_lc","C-HGC-LC","financebench_97","correct"
"base_finbench_lc","C-HGC-LC","financebench_98","correct"
"base_finbench_lc","C-HGC-LC","financebench_99","correct"
"base_finbench_lc","HGC-LC","financebench_0","correct"
"base_finbench_lc","HGC-LC","financebench_1","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_10","correct"
"base_finbench_lc","HGC-LC","financebench_100","correct"
"base_finbench_lc","HGC-LC","financebench_101","correct"
"base_finbench_lc","HGC-LC","financebench_102","correct"
"base_finbench_lc","HGC-LC","financebench_103","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_104","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_105","correct"
"base_finbench_lc","HGC-LC","financebench_106","correct"
"base_finbench_lc","HGC-LC","financebench_107","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_108","correct"
"base_finbench_lc","HGC-LC","financebench_109","correct"
"base_finbench_lc","HGC-LC","financebench_11","correct"
"base_finbench_lc","HGC-LC","financebench_110","correct"
"base_finbench_lc","HGC-LC","financebench_111","correct"
"base_finbench_lc","HGC-LC","financebench_112","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_113","correct"
"base_finbench_lc","HGC-LC","financebench_114","correct"
"base_finbench_lc","HGC-LC","financebench_115","correct"
"base_finbench_lc","HGC-LC","financebench_116","correct"
"base_finbench_lc","HGC-LC","financebench_117","correct"
"base_finbench_lc","HGC-LC","financebench_118","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_119","correct"
"base_finbench_lc","HGC-LC","financebench_12","correct"
"base_finbench_lc","HGC-LC","financebench_120","correct"
"base_finbench_lc","HGC-LC","financebench_121","correct"
"base_finbench_lc","HGC-LC","financebench_122","correct"
"base_finbench_lc","HGC-LC","financebench_123","correct"
"base_finbench_lc","HGC-LC","financebench_124","correct"
"base_finbench_lc","HGC-LC","financebench_125","correct"
"base_finbench_lc","HGC-LC","financebench_126","correct"
"base_finbench_lc","HGC-LC","financebench_127","correct"
"base_finbench_lc","HGC-LC","financebench_128","correct"
"base_finbench_lc","HGC-LC","financebench_129","correct"
"base_finbench_lc","HGC-LC","financebench_13","correct"
"base_finbench_lc","HGC-LC","financebench_130","correct"
"base_finbench_lc","HGC-LC","financebench_131","correct"
"base_finbench_lc","HGC-LC","financebench_132","correct"
"base_finbench_lc","HGC-LC","financebench_133","confident_wrong"
"base_finbench_lc","HGC-LC","financebench_134","correct"
"base_finbench_lc","HGC-LC","financebench_135","correct"
